# Probability density function in each WNA bin in figure 5v
0.0016
0.0199
0.0581
0.0580
0.0445
0.0290
0.0186
0.0136
0.0098
0.0062
0.0054
0.0043
0.0037
0.0023
0.0023
0.0020
0.0023
0.0029
0.0041
0.0046
0.0062
0.0094
0.0100
0.0062
0.0020
0.0014
0.0011
0.0019
0.0014
0.0004
