# Probability density function in each WNA bin in figure 5o
0.0003
0.0177
0.0651
0.0791
0.0591
0.0384
0.0226
0.0138
0.0088
0.0061
0.0043
0.0029
0.0023
0.0016
0.0013
0.0010
0.0009
0.0007
0.0005
0.0005
0.0005
0.0005
0.0005
0.0005
0.0006
0.0007
0.0010
0.0010
0.0006
0.0001
