# Absolute intensity in pT^2 in each L*/MLT bin in Figure 8i
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0000e+00,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0000e+00,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0000e+00,nan,nan,0.0000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,1.0300e+02,nan,2.3261e+02,nan,nan,nan,3.1408e+00,nan,nan,nan,nan,nan,nan,nan,0.0000e+00,nan,nan,nan,nan,nan,nan,nan
nan,nan,1.4747e+02,nan,8.7609e+01,nan,0.0000e+00,nan,nan,nan,nan,0.0000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,4.2692e-02,nan,nan,6.2986e+01,nan,nan,nan,nan,nan,0.0000e+00,0.0000e+00,nan,nan,nan,0.0000e+00,nan,0.0000e+00,nan,nan,nan,nan,nan,nan
nan,1.0043e+00,5.7897e+02,nan,nan,nan,1.0021e+00,nan,nan,nan,nan,0.0000e+00,nan,nan,nan,0.0000e+00,nan,0.0000e+00,nan,nan,nan,nan,nan,nan
nan,5.1760e+00,3.4824e+01,nan,nan,nan,1.3553e+01,nan,nan,nan,0.0000e+00,0.0000e+00,nan,nan,nan,0.0000e+00,nan,nan,nan,nan,nan,nan,nan,nan
nan,1.5278e+00,nan,nan,nan,nan,nan,nan,nan,nan,0.0000e+00,0.0000e+00,0.0000e+00,nan,nan,0.0000e+00,nan,nan,0.0000e+00,nan,nan,0.0000e+00,0.0000e+00,nan
nan,9.7879e+00,nan,nan,nan,3.4946e+01,nan,1.1660e-01,nan,5.8296e+00,nan,0.0000e+00,0.0000e+00,0.0000e+00,nan,0.0000e+00,nan,nan,0.0000e+00,0.0000e+00,nan,0.0000e+00,0.0000e+00,nan
nan,2.6849e+01,nan,8.1959e+01,nan,4.4377e+02,nan,2.8828e+01,1.0244e+02,2.8977e+01,nan,0.0000e+00,0.0000e+00,0.0000e+00,nan,0.0000e+00,nan,nan,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,nan
1.1205e+01,1.3152e+01,8.9799e+01,nan,nan,1.4369e+02,nan,1.1538e+02,7.3969e+01,9.3876e+01,nan,0.0000e+00,0.0000e+00,0.0000e+00,nan,0.0000e+00,nan,0.0000e+00,nan,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
1.8557e-01,1.0274e+01,1.8474e+01,nan,nan,9.0578e+01,nan,1.0784e+01,4.8979e+02,8.8297e+01,0.0000e+00,nan,0.0000e+00,0.0000e+00,nan,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,nan,0.0000e+00
6.1873e-01,nan,7.0748e+00,nan,5.8473e+01,6.0323e-01,nan,8.1238e+01,1.2876e+02,1.2831e+02,0.0000e+00,nan,0.0000e+00,0.0000e+00,0.0000e+00,nan,0.0000e+00,nan,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
2.6252e+00,nan,6.9518e+00,6.9025e-02,2.9458e-01,3.2202e+00,nan,nan,2.3363e+02,4.6571e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,nan,0.0000e+00,nan,0.0000e+00,nan,0.0000e+00,0.0000e+00,0.0000e+00,nan
1.9065e-03,nan,1.6994e+01,1.4606e-02,1.1079e+01,4.5105e-01,0.0000e+00,nan,2.1077e+02,2.8945e+02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,nan,0.0000e+00,0.0000e+00,nan,0.0000e+00,nan,0.0000e+00,0.0000e+00,0.0000e+00,nan
5.9386e+00,nan,0.0000e+00,1.8304e-01,1.8849e+00,0.0000e+00,nan,nan,5.6419e+02,6.4694e+02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,nan,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,nan,0.0000e+00,nan,0.0000e+00,0.0000e+00
9.4862e-02,nan,nan,1.6280e-02,1.3687e+00,2.9826e-03,nan,nan,7.3115e+02,5.0291e+02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,nan,0.0000e+00,0.0000e+00,nan,nan,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,nan
6.3181e-02,nan,1.5195e+00,2.1854e-02,nan,4.9487e-02,nan,nan,8.2923e+01,2.1823e+02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,nan,0.0000e+00,nan,nan,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
2.9874e-02,nan,1.4602e+01,1.4650e+01,nan,nan,1.1696e+02,9.2945e+00,1.7975e+02,1.7227e+02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,nan,0.0000e+00,nan,nan,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
