# Absolute intensity in pT^2 and number of samples in each L*/MLT bin in Figure 8i
# L*,MLT,Intensity,Counts
4.3500,7.5000,nan,6.5000e+01
4.4500,7.5000,nan,6.7000e+01
4.5500,7.5000,nan,7.4000e+01
4.6500,7.5000,nan,7.5000e+01
4.7500,7.5000,9.2945e+00,2.4000e+02
4.8500,7.5000,2.0806e+01,2.2700e+02
4.9500,7.5000,3.2168e+01,3.2900e+02
5.0500,7.5000,0.0000e+00,1.1000e+02
5.1500,7.5000,1.8455e+02,5.4800e+02
5.2500,7.5000,2.6065e+01,4.4700e+02
5.3500,7.5000,nan,8.6000e+01
5.4500,7.5000,3.8168e+01,5.7400e+02
5.5500,7.5000,nan,4.4000e+01
5.6500,7.5000,nan,0.0000e+00
5.7500,7.5000,nan,0.0000e+00
5.8500,7.5000,nan,0.0000e+00
5.9500,7.5000,nan,0.0000e+00
6.0500,7.5000,nan,0.0000e+00
6.1500,7.5000,nan,0.0000e+00
6.2500,7.5000,nan,0.0000e+00
6.3500,7.5000,nan,0.0000e+00
6.4500,7.5000,nan,0.0000e+00
6.5500,7.5000,nan,0.0000e+00
