# Average intensity in pT^2 in each L/MLAT bin in figure 4c
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.3628e-01,0.0000e+00,0.0000e+00,1.3345e-02,0.0000e+00,0.0000e+00,0.0000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.0671e+00,0.0000e+00,0.0000e+00,4.6541e+00,0.0000e+00,7.5005e-01,0.0000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.8650e+00,1.8036e-03,5.5203e-03,1.8712e+01,9.3520e-03,1.0974e+01,6.1232e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.6410e+01,1.1691e-01,2.1710e+01,8.5429e+01,4.4236e-01,4.3960e-02,4.1032e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.2779e+01,6.8902e+00,1.1094e+02,2.0790e+02,5.8542e-01,5.6727e-01,6.5019e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.7710e+01,2.0316e+01,3.0555e+02,1.1580e+02,5.5269e-01,9.6159e-01,3.2574e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.3122e+01,3.7336e+02,2.7902e+02,4.1961e+01,1.9698e+00,3.9319e+01,7.5302e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.5793e+01,1.2785e+02,3.7656e+02,3.3410e+01,2.8183e+01,9.8915e+00,1.1270e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.4722e+01,6.1532e+01,2.5420e+02,3.1377e+01,1.7943e+02,4.7589e+01,3.2618e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.0711e+01,1.0881e+02,1.3649e+02,6.1472e+01,8.0131e+01,5.1062e+00,2.0882e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.7327e+01,1.4962e+02,7.8457e+01,9.4287e+01,7.3118e+01,7.8497e+01,3.2427e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.8799e+01,9.4780e+01,2.5746e+01,4.7950e+01,4.8097e+01,7.3953e+01,4.0782e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.2250e+01,1.0621e+02,2.9171e+01,1.1411e+02,7.0766e+01,2.3443e+01,4.4268e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.9138e+01,1.2511e+02,3.2918e+01,7.1214e+01,4.3704e+01,6.7501e+00,1.1962e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.5466e+01,9.8712e+01,3.7741e+01,1.0327e+02,1.4805e+01,1.4093e+01,1.5355e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.1376e+01,1.0219e+02,1.0221e+02,5.3597e+01,4.4687e+00,3.0667e+01,1.7141e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.6861e+01,1.2886e+02,9.7535e+01,2.1922e+01,6.8791e+00,1.7692e+01,1.9691e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.8209e+01,1.2125e+02,5.8379e+01,1.5083e+01,4.5634e+01,1.4022e+00,3.9476e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
