# Drift and bounce averaged energy diffusion coefficients in s^(-1) in figure 16g for E = 1000.0keV, L* = 4.5 and Kp = 5
# Pitch Angle, 2.01 <= fpe/fce < 2.53, 2.53 <= fpe/fce < 3.19, 3.19 <= fpe/fce < 4.03, 4.03 <= fpe/fce < 5.08, 5.08 <= fpe/fce < 6.40, 6.40 <= fpe/fce < 8.08, 8.08 <= fpe/fce < 10.19, 10.19 <= fpe/fce < 12.85, 12.85 <= fpe/fce < 16.20, Average over fpe/fce
71.1060,1.2144e-06,8.3720e-06,1.4656e-06,1.1924e-06,5.3952e-07,4.0586e-07,6.7093e-08,4.5002e-09,4.1561e-09,2.1572e-06
72.1000,1.0296e-06,8.3903e-06,1.5046e-06,1.1871e-06,5.5605e-07,4.2545e-07,8.1849e-08,5.4146e-09,4.3346e-09,2.0515e-06
73.0940,7.6245e-07,8.1425e-06,1.5424e-06,1.2186e-06,5.7244e-07,4.4429e-07,1.0299e-07,6.6554e-09,4.6200e-09,1.8677e-06
74.0890,6.5667e-07,7.0203e-06,1.5485e-06,1.3150e-06,5.9853e-07,4.7065e-07,1.2922e-07,8.0676e-09,4.9784e-09,1.7245e-06
75.0830,5.8441e-07,6.6560e-06,1.2710e-06,1.4912e-06,6.3983e-07,5.0545e-07,1.5956e-07,9.8574e-09,5.3961e-09,1.5497e-06
76.0780,6.5101e-07,6.3259e-06,1.0223e-06,1.4946e-06,7.1691e-07,5.1998e-07,2.0287e-07,1.2270e-08,5.7949e-09,1.4500e-06
77.0720,6.9498e-07,5.8427e-06,9.1168e-07,9.8743e-07,8.0947e-07,5.1859e-07,2.5141e-07,1.5591e-08,6.2998e-09,1.2434e-06
78.0670,1.2214e-07,5.7746e-06,8.7410e-07,8.6598e-07,8.0163e-07,5.0731e-07,2.9306e-07,1.9538e-08,6.8233e-09,9.2035e-07
79.0610,9.0301e-08,5.0197e-06,9.1956e-07,8.2413e-07,7.3459e-07,5.3038e-07,3.0612e-07,2.2263e-08,6.8745e-09,8.1230e-07
80.0560,9.0328e-08,5.2285e-06,1.0082e-06,8.5106e-07,6.3000e-07,6.0899e-07,3.4510e-07,2.3133e-08,6.8564e-09,8.2551e-07
81.0500,8.0534e-08,4.8360e-06,1.5212e-06,9.8517e-07,5.9648e-07,6.1054e-07,4.0543e-07,2.5895e-08,6.8198e-09,9.5185e-07
82.0440,6.0296e-08,4.1745e-06,1.1785e-06,1.7449e-06,6.3743e-07,4.4338e-07,4.4333e-07,3.1443e-08,6.7355e-09,1.0186e-06
83.0390,6.6335e-08,3.6467e-06,7.2354e-07,2.4318e-06,8.9498e-07,4.3911e-07,3.8178e-07,3.7273e-08,6.4498e-09,1.1615e-06
84.0330,2.0542e-07,1.9062e-06,6.8414e-07,3.2248e-06,1.1184e-06,5.0735e-07,3.9334e-07,4.3212e-08,5.9340e-09,1.2602e-06
85.0280,2.4078e-07,1.5157e-06,6.3617e-07,1.9263e-06,1.4275e-06,5.9959e-07,4.2373e-07,3.0519e-08,5.0234e-09,1.2184e-06
86.0220,3.0718e-07,1.3949e-06,5.9263e-07,1.0714e-06,1.1461e-06,7.7328e-07,5.0788e-07,3.4373e-08,4.5896e-09,1.2127e-06
87.0170,3.9594e-07,1.7052e-06,6.3894e-07,9.4915e-07,5.4868e-07,5.0405e-07,8.4485e-07,4.6366e-08,5.3641e-09,1.0562e-06
88.0110,4.9668e-07,2.3579e-06,7.2064e-07,9.8481e-07,4.1702e-07,3.9195e-07,2.9749e-07,8.1645e-08,7.4529e-09,7.8547e-07
89.0060,5.7299e-07,3.2799e-06,6.9939e-07,9.3185e-07,3.6897e-07,4.7720e-07,1.8186e-07,7.1026e-09,1.4343e-08,7.2465e-07
