# Drift and bounce averaged pitch angle diffusion coefficients in s^(-1) in figure 16b for E = 100.0keV, L* = 4.5 and Kp = 5
# Pitch Angle, 2.01 <= fpe/fce < 2.53, 2.53 <= fpe/fce < 3.19, 3.19 <= fpe/fce < 4.03, 4.03 <= fpe/fce < 5.08, 5.08 <= fpe/fce < 6.40, 6.40 <= fpe/fce < 8.08, 8.08 <= fpe/fce < 10.19, 10.19 <= fpe/fce < 12.85, 12.85 <= fpe/fce < 16.20, Average over fpe/fce
51.2170,3.4599e-05,3.7022e-04,1.0084e-04,2.1323e-04,1.4042e-04,9.8033e-05,2.3924e-05,7.4510e-06,3.3093e-05,1.8102e-04
52.2110,3.3518e-05,3.6992e-04,1.0296e-04,2.1151e-04,1.4770e-04,1.0443e-04,2.6989e-05,7.4286e-06,3.2669e-05,1.8432e-04
53.2060,3.2550e-05,3.7054e-04,1.0449e-04,2.0913e-04,1.5540e-04,1.1111e-04,3.1238e-05,7.4425e-06,3.2668e-05,1.8799e-04
54.2000,3.1595e-05,3.7248e-04,1.0512e-04,2.0649e-04,1.6331e-04,1.1800e-04,3.6122e-05,7.5122e-06,3.1588e-05,1.9098e-04
55.1940,3.0634e-05,3.7626e-04,1.0553e-04,2.0376e-04,1.7180e-04,1.2491e-04,4.2049e-05,7.6409e-06,3.0419e-05,1.9436e-04
56.1890,2.9845e-05,3.8214e-04,1.0579e-04,2.0108e-04,1.8092e-04,1.3194e-04,4.8744e-05,7.8264e-06,2.9285e-05,1.9799e-04
57.1830,2.9146e-05,3.9089e-04,1.0612e-04,1.9858e-04,1.9089e-04,1.3936e-04,5.6349e-05,8.0002e-06,2.8245e-05,2.0227e-04
58.1780,2.8183e-05,4.0042e-04,1.0626e-04,1.9699e-04,2.0205e-04,1.4746e-04,6.5124e-05,8.3261e-06,2.7383e-05,2.0768e-04
59.1720,2.6811e-05,4.0901e-04,1.0637e-04,1.9771e-04,2.1325e-04,1.5639e-04,7.5288e-05,8.7940e-06,2.6788e-05,2.1383e-04
60.1670,2.4981e-05,4.1608e-04,1.0655e-04,2.0020e-04,2.2340e-04,1.6590e-04,8.6888e-05,9.2929e-06,2.6515e-05,2.1917e-04
61.1610,2.2731e-05,4.2154e-04,1.0667e-04,2.0402e-04,2.3291e-04,1.7607e-04,1.0003e-04,9.8164e-06,2.6530e-05,2.2460e-04
62.1560,1.9967e-05,4.2401e-04,1.0756e-04,2.1023e-04,2.4112e-04,1.8661e-04,1.1460e-04,1.0454e-05,2.6627e-05,2.3042e-04
63.1500,1.7078e-05,4.2293e-04,1.0926e-04,2.1881e-04,2.4804e-04,1.9780e-04,1.3114e-04,1.1618e-05,2.6677e-05,2.3708e-04
64.1440,1.4447e-05,4.1659e-04,1.1171e-04,2.2627e-04,2.5506e-04,2.0996e-04,1.5028e-04,1.3208e-05,2.6679e-05,2.4492e-04
65.1390,1.2224e-05,4.0334e-04,1.1475e-04,2.3267e-04,2.5981e-04,2.2356e-04,1.7250e-04,1.5200e-05,2.6528e-05,2.5363e-04
66.1330,1.0360e-05,3.8062e-04,1.1864e-04,2.3801e-04,2.6055e-04,2.3922e-04,1.9860e-04,1.7623e-05,2.6393e-05,2.6306e-04
67.1280,8.5830e-06,3.5139e-04,1.2315e-04,2.4134e-04,2.5651e-04,2.5670e-04,2.2916e-04,2.0517e-05,2.6193e-05,2.7337e-04
68.1220,7.4333e-06,3.1481e-04,1.2753e-04,2.3581e-04,2.4801e-04,2.7544e-04,2.6092e-04,2.4341e-05,2.5860e-05,2.8267e-04
69.1170,5.9165e-06,2.7346e-04,1.3262e-04,2.2675e-04,2.3676e-04,2.9578e-04,2.9148e-04,2.9652e-05,2.5350e-05,2.9165e-04
70.1110,4.4166e-06,2.2819e-04,1.3687e-04,2.1547e-04,2.2137e-04,3.1883e-04,3.2676e-04,3.6143e-05,2.4620e-05,3.0254e-04
71.1060,2.8853e-06,1.8244e-04,1.4159e-04,2.0078e-04,1.9882e-04,3.4382e-04,3.6046e-04,4.4153e-05,2.3596e-05,3.1298e-04
72.1000,1.5930e-06,1.3657e-04,1.4576e-04,1.8263e-04,1.7484e-04,3.7021e-04,3.8200e-04,5.3944e-05,2.2233e-05,3.1965e-04
73.0940,1.1588e-06,9.5329e-05,1.5046e-04,1.6383e-04,1.5383e-04,3.9514e-04,3.9916e-04,6.4350e-05,2.0499e-05,3.2387e-04
74.0890,7.0569e-07,5.6365e-05,1.5198e-04,1.4544e-04,1.3306e-04,4.1251e-04,4.1016e-04,7.3251e-05,1.8318e-05,3.2478e-04
75.0830,2.4421e-07,3.8649e-05,1.6660e-04,1.2372e-04,1.1209e-04,4.1997e-04,4.1168e-04,7.9955e-05,1.5689e-05,3.2366e-04
76.0780,1.2240e-07,2.2575e-05,1.5347e-04,1.1536e-04,9.7887e-05,4.1244e-04,4.0143e-04,7.8538e-05,1.2630e-05,3.1769e-04
77.0720,9.2839e-08,1.4622e-05,1.4182e-04,1.3627e-04,8.6399e-05,3.8360e-04,3.7815e-04,6.9503e-05,9.6263e-06,3.0915e-04
78.0670,6.5500e-08,9.6857e-06,1.0456e-04,1.8575e-04,8.9797e-05,3.4379e-04,3.3333e-04,5.4886e-05,7.1835e-06,2.8873e-04
79.0610,5.1990e-08,5.5794e-06,6.4380e-05,2.2980e-04,1.1569e-04,2.9531e-04,2.6563e-04,3.6180e-05,5.5210e-06,2.5019e-04
