# Drift and bounce averaged energy diffusion coefficients in s^(-1) in figure 16h for E = 5000.0keV, L* = 4.5 and Kp = 5
# Pitch Angle, 2.01 <= fpe/fce < 2.53, 2.53 <= fpe/fce < 3.19, 3.19 <= fpe/fce < 4.03, 4.03 <= fpe/fce < 5.08, 5.08 <= fpe/fce < 6.40, 6.40 <= fpe/fce < 8.08, 8.08 <= fpe/fce < 10.19, 10.19 <= fpe/fce < 12.85, 12.85 <= fpe/fce < 16.20, Average over fpe/fce
66.1330,1.0059e-07,2.9782e-07,4.7040e-08,6.2653e-08,1.5515e-08,8.0318e-09,7.0879e-10,7.0930e-11,1.1702e-10,1.1369e-07
67.1280,9.4750e-08,3.0726e-07,4.8206e-08,5.9508e-08,1.6109e-08,8.2412e-09,7.2686e-10,7.0083e-11,1.1742e-10,1.0928e-07
68.1220,8.7877e-08,3.0585e-07,4.8901e-08,5.7747e-08,1.6859e-08,8.5941e-09,7.6275e-10,6.9397e-11,1.1754e-10,1.0518e-07
69.1170,7.9255e-08,3.0873e-07,4.9681e-08,5.5374e-08,1.7829e-08,9.0218e-09,8.2744e-10,6.8951e-11,1.1719e-10,9.8534e-08
70.1110,6.7070e-08,3.1427e-07,5.2465e-08,5.4957e-08,1.8938e-08,9.7068e-09,9.5648e-10,6.8516e-11,1.1643e-10,9.2069e-08
71.1060,4.4146e-08,3.4554e-07,5.6260e-08,5.2288e-08,2.0355e-08,1.0721e-08,1.2306e-09,6.8840e-11,1.1436e-10,7.9785e-08
72.1000,3.9162e-08,3.2234e-07,5.4999e-08,4.9726e-08,2.1462e-08,1.1553e-08,1.5947e-09,7.2809e-11,1.1690e-10,7.4657e-08
73.0940,3.5353e-08,3.2308e-07,5.3976e-08,4.8351e-08,2.2611e-08,1.2477e-08,2.1983e-09,8.3692e-11,1.2348e-10,7.2029e-08
74.0890,3.3629e-08,3.0587e-07,4.9608e-08,4.7903e-08,2.3919e-08,1.3473e-08,3.1154e-09,1.0628e-10,1.3387e-10,6.7948e-08
75.0830,2.8273e-08,2.8941e-07,4.7520e-08,4.6436e-08,2.5139e-08,1.4461e-08,4.4100e-09,1.4922e-10,1.4918e-10,6.2863e-08
76.0780,2.0959e-08,2.7152e-07,4.3637e-08,4.6140e-08,2.6453e-08,1.5475e-08,6.1035e-09,2.2460e-10,1.6981e-10,5.5050e-08
77.0720,1.2081e-08,2.3120e-07,3.6991e-08,4.0894e-08,2.7722e-08,1.6496e-08,8.3510e-09,3.5087e-10,1.9935e-10,4.1897e-08
78.0670,5.6367e-09,2.1086e-07,3.2923e-08,3.9495e-08,2.8763e-08,1.7390e-08,1.0244e-08,5.0934e-10,2.2838e-10,3.3665e-08
79.0610,3.5779e-09,2.0916e-07,3.2617e-08,4.3565e-08,2.9899e-08,1.8105e-08,1.1438e-08,6.6290e-10,2.4272e-10,3.4302e-08
80.0560,5.5106e-09,2.0905e-07,3.6037e-08,4.8024e-08,2.9884e-08,1.8803e-08,1.2650e-08,8.2390e-10,2.5393e-10,3.6779e-08
81.0500,6.9324e-09,2.0035e-07,3.4807e-08,4.6469e-08,3.1918e-08,1.9747e-08,1.4062e-08,9.9286e-10,2.5941e-10,3.7777e-08
82.0440,7.2907e-09,1.8412e-07,3.4494e-08,6.1348e-08,3.2216e-08,2.0808e-08,1.5447e-08,1.1736e-09,2.5810e-10,4.0968e-08
83.0390,9.0223e-09,1.8361e-07,3.6608e-08,5.9691e-08,3.4738e-08,2.2379e-08,1.7381e-08,1.4130e-09,2.4879e-10,4.2344e-08
84.0330,1.2508e-08,1.3859e-07,3.7788e-08,7.7986e-08,3.6991e-08,2.3895e-08,1.9887e-08,1.7326e-09,2.2810e-10,4.7755e-08
85.0280,1.2581e-08,1.2634e-07,3.8030e-08,7.8539e-08,3.7018e-08,2.4632e-08,1.8907e-08,1.6389e-09,2.2360e-10,4.7666e-08
86.0220,1.2271e-08,1.3218e-07,3.6974e-08,7.6009e-08,3.7887e-08,2.2801e-08,2.7591e-08,1.5780e-09,2.1980e-10,5.1403e-08
87.0170,1.2167e-08,1.2900e-07,3.7869e-08,7.4522e-08,3.6907e-08,2.3325e-08,1.9369e-08,1.4207e-09,2.1642e-10,4.6616e-08
88.0110,1.2583e-08,1.2363e-07,3.5555e-08,7.5085e-08,3.6452e-08,2.3355e-08,1.8255e-08,1.7758e-09,1.8187e-10,4.6290e-08
89.0060,1.2295e-08,1.1973e-07,3.5990e-08,7.4066e-08,3.5622e-08,2.3064e-08,1.8689e-08,1.5864e-09,2.5328e-10,4.5995e-08
